Geneid,TR_AG_1,TR_AG_2,TR_AG_3,TR_SH_1,TR_SH_2,TR_SH_3
Klhl17,301,456,299,328,298,341
Mir7658,0,0,0,0,0,0
Noc2l,4051,5089,4123,4842,2402,4895
Samd11,635,769,672,754,426,752
Vmn2r-ps159,0,0,0,0,0,0
Vmn2r123,0,0,0,0,0,0
Cdk6,641,735,614,813,723,643
Fam133b,553,663,627,552,507,572
1700109H08Rik,24,26,21,21,12,23
Rbm48,195,241,193,285,210,253
Pex1,504,529,512,519,543,523
Gatad1,2798,2609,3034,2588,2486,2723
Tmbim7,0,0,0,0,0,0
Ankib1,2747,2793,3075,2372,3027,2027
Krit1,1142,1284,1306,1271,1306,1385
Lrrd1,2,3,1,6,5,16
Mterf1a,91,54,71,73,59,82
Akap9,1032,1158,1192,1058,1596,873
Cyp51,5905,4278,6551,5614,4781,5643
Mterf1b,45,28,44,45,38,39
Fzd1,814,1451,847,1058,1751,927
Cdk14,566,1127,576,501,611,475
1700015F17Rik,0,1,1,1,1,0
Cldn12,1355,1183,1504,1218,921,1162
Gtpbp10,265,418,323,542,480,582
Gm8773,103,112,99,42,95,43
A330021E22Rik,29,110,50,50,106,35
Steap2,3281,4910,3474,3289,4517,3061
Steap1,1080,1557,1132,725,1145,748
Zfp804b,1,4,0,0,0,1
4921511H03Rik,0,0,0,0,0,0
Steap4,113,68,121,18,90,23
Sri,1644,1936,1790,1520,2209,1808
Adam22,309,360,381,259,552,227
Dbf4,2006,2141,2257,2276,1539,2346
Slc25a40,376,463,484,348,424,395
Rundc3b,3,8,1,4,2,3
Abcb1a,90,23,135,45,57,38
Abcb1b,1037,687,1053,870,497,781
Abcb4,14,6,21,6,6,2
Crot,977,1256,1093,938,1071,960
Tmem243,185,180,227,174,102,199
Dmtf1,899,983,1101,829,918,743
9330182L06Rik,29,43,14,11,177,14
Mir879,0,0,0,0,0,0
Grm3,0,1,0,0,0,0
Gm6455,0,1,0,0,0,0
Speer1-ps1,0,0,0,0,0,0
Gm6460,0,0,1,0,0,0
1700003C15Rik,0,0,0,0,0,0
4933402N22Rik,0,0,0,0,0,0
Sema3d,1203,1423,1362,1875,441,1720
Sema3a,4884,4032,5320,4906,6002,4603
Speer3,14,14,20,22,1,19
Sema3e,989,933,1040,1794,385,1617
Pclo,1,1,0,0,1,1
Gm9758,0,0,0,2,0,0
Speer4e,0,0,0,0,0,2
Speer8-ps1,0,0,0,0,0,0
Gm10354,0,0,1,1,0,0
Gm17019,0,0,0,0,0,0
Speer4d,0,0,0,0,0,2
4930572O03Rik,0,0,0,0,0,0
Speer7-ps1,0,0,1,0,0,0
Speer4c,0,0,0,0,0,0
4930519H02Rik,0,0,0,0,0,1
Cacna2d1,1531,1468,1593,1336,2498,1144
Hgf,126,238,174,13,51,8
Speer4f,0,0,0,0,0,1
Sema3c,3569,5957,4033,7778,5350,7066
Cd36,4,2,7,1,5,5
Gnat3,0,0,0,0,0,0
Gnai1,182,364,262,632,34,651
4921504A21Rik,38,11,26,35,18,22
Magi2,214,166,230,79,135,85
Phtf2,374,383,388,271,495,234
Tmem60,393,317,492,229,374,357
Rsbn1l,591,642,616,655,634,611
A630072M18Rik,186,242,176,205,194,221
Ptpn12,1868,2378,2074,1889,2129,1884
Gsap,122,206,126,111,109,95
Ccdc146,1,1,1,0,0,0
Fgl2,4,54,6,0,4,1
Fam185a,167,202,197,240,180,256
Fbxl13,0,3,0,0,1,1
Lrrc17,1,2,1,0,0,0
Armc10,804,844,911,824,747,882
Napepld,196,264,258,214,239,197
Pmpcb,2117,2220,2271,2069,2047,2287
Dnajc2,2144,1718,2318,2567,1323,2479
Psmc2,5143,5082,5842,4838,4615,5445
Slc26a5,0,1,0,0,0,1
Reln,1,1,2,4,1,1
Orc5,542,591,585,541,491,565
Gm15421,16,26,19,3,27,14
6030443J06Rik,39,32,47,30,48,41
A930003O13Rik,0,2,2,2,3,2
Lhfpl3,1,2,0,2,7,0
5031425E22Rik,384,406,413,233,378,245
Kmt2e,1853,2579,2055,2184,2562,1917
Srpk2,1525,2109,1661,1811,2145,1674
AI506816,197,172,223,128,105,128
Pus7,826,1026,949,814,710,824
Rint1,574,853,617,741,1055,668
Mir3471-1,0,2,0,0,0,0
Tomm7,998,1054,1243,760,1450,1286
2700038G22Rik,170,125,190,59,71,69
Snord93,0,0,0,0,0,0
Fam126a,968,1477,1102,1539,1110,1501
Klhl7,416,630,526,576,643,519
Nupl2,281,382,349,398,290,418
Mir684-1,1,3,1,2,4,1
Kcnh2,1082,588,1183,836,4653,874
Nos3,29,11,28,11,16,29
Atg9b,62,24,45,21,32,27
Abcb8,788,749,890,747,1048,776
Asic3,6,9,4,12,1,5
Cdk5,963,727,987,843,1437,899
Slc4a2,5710,5437,6240,4451,7657,4548
Fastk,1636,1616,1676,1497,1876,1728
Tmub1,219,234,247,231,324,248
Agap3,2348,2159,2418,1848,2459,1927
Gbx1,11,3,9,9,0,6
Asb10,0,0,1,0,3,1
4931409K22Rik,0,0,0,0,0,1
Abcf2,5197,4404,5457,5038,4342,5082
Chpf2,1685,1681,1794,1196,2207,1245
Mir671,0,0,0,0,0,0
Smarcd3,166,250,187,142,349,166
1700022A21Rik,0,0,0,0,0,0
Nub1,3131,3034,3289,3680,2624,3521
Wdr86,0,0,0,0,0,0
Crygn,6,7,6,5,3,3
Rheb,2952,2921,3200,2348,3157,2909
Prkag2,483,765,552,632,1120,655
Prkag2os1,2,0,1,3,0,3
2900005J15Rik,10,18,9,19,27,16
Galntl5,0,0,0,0,0,0
Galnt11,535,588,501,455,760,485
Kmt2c,1195,1758,1294,1331,1749,1038
4831440E17Rik,19,26,20,18,34,8
Cct8l1,0,0,0,1,1,0
1700096K18Rik,110,113,110,66,97,80
Xrcc2,325,538,440,385,350,409
Actr3b,17,39,34,12,89,26
Gm21671,0,0,0,0,0,0
Gm1979,0,0,0,0,0,0
Gm5862,0,0,0,0,0,0
Speer4a,0,0,0,0,0,0
Gm10471,0,0,0,0,0,0
5031410I06Rik,0,0,0,0,0,0
Gm10220,0,0,0,0,0,0
Gm7361,0,0,0,0,0,0
4930584F24Rik,0,0,0,0,0,0
Dpp6,0,0,0,0,3,0
Speer4b,0,0,0,0,0,0
Paxip1,1682,1783,1799,1565,1625,1553
Htr5a,0,0,0,0,0,0
Insig1,2919,3124,3119,2317,2682,2451
En2,0,0,0,0,0,0
Cnpy1,0,1,0,0,1,0
Rbm33,1458,2030,1672,1725,1602,1645
Shh,0,0,0,0,0,0
9530036O11Rik,0,0,0,0,0,0
Rnf32,23,11,22,12,18,19
Lmbr1,507,327,518,392,868,405
Nom1,1541,2030,1683,1921,1343,1767
Mnx1,0,0,0,0,0,0
Gm6083,0,0,0,0,0,1
Ube3c,3879,4538,4361,3264,3938,3051
Gm5129,24,23,21,16,8,3
Dnajb6,3278,4846,3659,2838,3589,2896
Mir6362,0,0,0,2,0,0
Il6,36,136,45,41,9,26
Tyms,1695,2271,1792,1628,1329,1814
Gm4961,111,82,108,8,17,3
3110082J24Rik,7,8,4,7,14,5
Gareml,88,67,78,60,77,45
Hadha,4000,4676,4283,3605,4622,3864
Hadhb,1345,1564,1413,1254,1659,1284
Mir1960,0,0,0,0,0,0
Gpr113,0,0,0,0,0,0
Ept1,2498,2816,2932,2169,2607,2193
Drc1,0,3,6,2,0,3
Otof,0,0,0,0,0,0
1700001C02Rik,0,0,0,0,0,0
Cib4,0,0,0,0,0,0
Gm9899,0,1,0,0,0,0
Kcnk3,0,4,0,1,0,0
Mir5625,0,0,0,0,0,0
Slc35f6,1396,1363,1574,1224,1314,1202
Cenpa,907,1620,1010,1121,995,1313
Dpysl5,221,88,230,193,533,172
Mapre3,813,945,851,593,906,644
Tmem214,2116,2968,2402,2273,3281,2256
Agbl5,744,762,843,684,897,913
Ost4,2674,3334,2892,2398,3912,3114
Emilin1,4171,7781,4410,2536,5768,2695
Khk,228,168,295,217,264,292
Cgref1,36,45,33,149,120,187
Mir6369,0,0,0,0,1,0
Abhd1,180,210,194,155,151,156
Preb,2174,2718,2370,2248,2622,2319
Tcf23,327,331,330,194,182,168
Slc5a6,781,893,863,1176,981,1234
Atraid,1040,1253,1239,835,1631,975
Cad,4133,5784,4423,6149,4493,5887
Slc30a3,1,0,0,0,1,2
Dnajc5g,0,0,0,0,0,0
Trim54,0,0,0,0,0,0
Ucn,0,0,0,0,2,0
Mpv17,2244,2165,2653,1605,2539,1805
Gtf3c2,3045,3334,3442,3485,2900,3468
Eif2b4,812,909,864,852,698,976
Snx17,2644,3539,2853,2380,3293,2669
Zfp513,591,622,603,638,605,644
Ppm1g,6401,6532,7022,5975,5505,6174
Nrbp1,2483,3286,2742,2107,2797,2202
Krtcap3,69,77,50,23,36,29
Ift172,1009,1348,1129,1209,1220,1074
Fndc4,674,655,728,353,695,402
Gckr,4,0,6,0,7,4
Zfp512,1163,1160,1227,1135,1000,1066
4930548H24Rik,0,0,2,2,1,2
Gpn1,871,918,1001,969,731,1023
Supt7l,653,880,788,688,813,674
Slc4a1ap,1178,1409,1306,1592,1243,1456
AI839979,7,11,16,7,1,18
Mrpl33,616,1359,807,1136,1035,1440
Rbks,35,29,49,24,16,38
Mir3473e,0,0,0,0,0,1
Bre,949,1099,987,1269,1026,1158
Fosl2,5996,9183,6727,6976,9980,6989
Plb1,47,22,43,41,22,50
Ppp1cb,5870,7823,6589,6193,7577,6611
Yes1,962,1275,1052,1137,1121,1055
Pisd,1055,1198,1180,867,984,940
Prr14l,1179,1565,1351,1239,1244,1071
Depdc5,942,1219,1074,1148,918,1064
Ywhah,6937,7766,7311,4979,6202,5151
Slc5a1,0,0,2,0,0,0
Spon2,6281,3599,6804,1389,4477,1643
Ctbp1,8207,9335,8483,6462,8568,6948
Maea,4223,5337,4711,4071,4939,4190
Uvssa,270,477,283,314,421,267
Nkx1-1,1,0,0,0,0,0
Fam53a,1198,1200,1275,1003,1039,943
Slbp,2104,3096,2289,2116,1930,2363
Tmem129,899,1140,1013,961,842,966
Tacc3,1885,2774,2102,2535,1728,2871
Fgfr3,40,30,40,105,34,107
Letm1,1850,2005,1997,1886,1654,1891
Whsc1,3055,3686,3465,2751,2856,2445
Nelfa,1022,1421,1077,1268,1159,1293
Mir7024,0,0,0,0,0,0
Gm1673,104,208,118,102,259,143
Nat8l,2,0,1,0,0,2
Poln,3,11,3,6,12,7
4930557J02Rik,0,0,0,0,1,0
Haus3,545,926,664,733,525,858
Mxd4,655,1472,605,509,1670,475
Zfyve28,2,2,1,1,8,3
Rnf4,3832,4629,4536,3792,3653,3840
Fam193a,877,1577,1124,1038,1332,1037
Tnip2,198,314,200,207,258,229
Sh3bp2,192,354,228,203,167,223
Add1,5998,8861,6433,5696,7617,5664
Mir7036b,1,3,2,0,2,2
Mfsd10,1379,1929,1414,1611,1170,1866
Nop14,2751,3035,3060,3253,1845,3345
Grk4,30,33,23,22,30,17
Htt,2000,2854,2292,2409,2682,2082
Msantd1,6,9,13,5,12,7
Rgs12,641,1019,793,754,1115,634
Mir3097,0,0,0,0,0,0
Hgfac,1,2,0,0,1,0
Dok7,0,0,1,0,1,0
Lrpap1,836,1166,945,593,832,629
Adra2c,0,0,0,0,0,0
4930478P22Rik,0,0,0,0,0,0
Hmx1,0,0,0,0,0,0
Cpz,6,22,6,7,47,5
Trmt44,345,384,407,278,291,323
4931431C16Rik,77,107,93,85,91,88
Acox3,535,677,594,509,684,463
Htra3,148,372,147,104,160,107
Sh3tc1,365,404,374,392,402,438
Ablim2,0,11,2,8,18,8
Afap1,1229,2342,1326,1325,1670,1067
Sorcs2,145,716,177,177,601,184
Psapl1,0,0,2,0,0,0
Grpel1,2770,2786,2862,2474,2445,2843
Tada2b,646,953,818,485,692,550
Ccdc96,69,34,32,52,22,42
Tbc1d14,951,1396,1074,964,1045,851
D5Ertd579e,2082,2908,2336,2319,2517,2075
Bloc1s4,780,752,801,511,652,558
Mrfap1,10800,11283,11436,8848,11563,9465
Man2b2,2309,4067,2456,1786,3263,1850
Ppp2r2c,1,0,0,6,0,7
Ppp2r2cos,0,0,0,0,0,0
Wfs1,723,971,920,608,957,563
Jakmip1,0,0,0,0,1,1
Crmp1,3,169,3,13,40,5
Evc,1062,1988,1230,1076,1356,955
Evc2,1627,2020,1798,1292,1532,1302
Stk32b,0,0,0,0,0,0
Cytl1,0,0,0,0,0,0
Msx1,0,32,0,2,23,0
Msx1os,0,21,0,1,13,0
Stx18,570,837,678,554,692,575
Nsg1,26,1532,20,27,135,22
Zbtb49,92,165,126,79,125,96
Lyar,1577,1650,1754,1544,1132,1815
Tmem128,663,847,749,545,777,757
Otop1,0,0,1,3,2,3
Drd5,0,0,0,0,0,0
4930487D11Rik,0,0,0,0,0,0
Slc2a9,19,60,34,18,13,13
Wdr1,9521,11569,10239,8707,12968,8592
Zfp518b,1647,1302,1890,965,1008,905
Clnk,13,4,17,11,69,13
4930513D17Rik,1,3,1,4,1,0
Hs3st1,1010,411,1120,404,611,432
Rab28,856,1294,960,843,824,982
Nkx3-2,5,30,0,9,4,6
Bod1l,1938,2898,2210,2306,2490,1970
Mir6414,0,0,0,0,0,0
Gm7854,13,18,15,14,38,9
Cpeb2,209,417,203,175,581,157
C1qtnf7,60,69,78,21,13,18
Cc2d2a,661,1218,708,828,1900,745
Fbxl5,921,1133,1052,828,973,739
Bst1,3,2,3,0,0,3
Cd38,0,10,2,0,6,0
Fgfbp1,8,7,15,50,1,50
Prom1,1,0,0,0,0,0
Tapt1,648,754,648,476,531,555
Ldb2,1,86,12,0,0,0
4930431F12Rik,0,0,0,0,0,0
Qdpr,1414,1637,1565,1307,1365,1438
Clrn2,0,0,0,0,0,0
Lap3,2958,3870,3188,2917,3359,3106
Med28,2004,2111,2254,1575,1810,2027
Fam184b,4,8,2,8,0,9
9630001P10Rik,0,3,0,1,0,1
1600023N17Rik,13,20,15,10,2,1
Ncapg,1226,2211,1467,1920,961,1788
Lcorl,391,624,475,459,400,441
Gm3414,91,121,119,109,103,82
4930405L22Rik,0,0,0,0,0,0
Slit2,4617,2159,5172,888,2863,844
Mir218-1,0,0,0,0,0,0
Pacrgl,254,286,295,247,260,298
Kcnip4,10,14,12,8,13,13
5730480H06Rik,7,14,14,15,10,18
Gpr125,1274,1391,1290,1325,1383,1228
4930448I18Rik,0,0,0,0,0,0
Ppargc1a,221,73,257,331,179,325
Mir6417,0,0,0,0,0,2
Dhx15,5339,5990,6007,5656,4806,5723
9230114K14Rik,50,84,58,69,94,60
C130083M11Rik,79,125,51,67,70,70
Sod3,2596,6409,2694,1058,4109,1188
Ccdc149,180,230,203,91,394,57
Lgi2,78,314,83,10,101,6
8030423F21Rik,0,0,0,0,0,0
Sepsecs,182,288,204,169,155,167
Pi4k2b,1074,1809,1248,966,1371,919
Zcchc4,243,238,213,253,189,236
Anapc4,2537,4236,2868,2853,3484,2905
5033403H07Rik,0,0,0,0,0,0
Slc34a2,0,1,0,4,1,1
Sel1l3,5,8,3,2,2,3
Smim20,636,378,713,518,404,627
Rbpj,2930,4964,3179,2707,2489,2583
Cckar,1,0,0,0,0,0
Rnu7,0,0,0,0,0,0
Tbc1d19,463,725,533,502,542,548
Stim2,1179,1511,1271,1051,1140,960
Gm10440,0,0,0,0,0,0
4932441J04Rik,19,12,13,11,16,7
Pcdh7,4264,4863,4391,3419,4515,2989
4930459L07Rik,0,0,0,0,0,0
4933402J10Rik,0,0,0,0,0,0
G6pd2,3,2,3,6,5,4
Arap2,1196,957,1350,741,992,646
Gm17384,31,89,34,19,14,12
3110047P20Rik,0,0,0,0,0,0
0610040J01Rik,2,0,2,0,1,4
Rell1,836,868,875,636,844,625
5830416I19Rik,0,0,0,0,0,0
Pgm1,781,1007,793,724,736,795
Tbc1d1,2198,2452,2342,1659,1914,1682
1700027F09Rik,0,0,0,0,0,0
C030018K13Rik,0,0,0,0,0,0
Gm3716,220,228,213,174,139,202
Klf3,2424,3358,2611,2838,2399,2577
Tlr1,103,77,143,66,30,49
Tlr6,37,55,53,41,81,55
Fam114a1,2297,4109,2554,2082,5512,1988
Mir574,0,0,1,0,0,0
Klhl5,2092,2900,2200,1259,2644,1452
Wdr19,397,681,444,619,573,606
Rfc1,4123,5344,4545,3979,3702,3659
Klb,9,0,13,5,2,5
Rpl9,12634,15033,14347,10665,13945,13411
Lias,971,1009,1104,1143,973,1196
Ugdh,4427,6160,4773,4980,3578,5306
Smim14,1660,2454,1981,1342,2728,1496
Ube2k,2793,3156,2906,2421,2727,2778
Pds5a,3260,3935,3538,3651,3301,3193
N4bp2,353,710,371,586,671,494
Mir1928,0,0,0,0,0,0
Rhoh,0,0,0,1,0,0
Chrna9,0,0,0,0,0,0
9130230L23Rik,1,2,3,0,4,1
Rbm47,503,328,564,589,537,600
1700126H18Rik,0,1,0,0,0,1
Nsun7,5,24,8,11,12,12
Apbb2,2719,4154,2876,2863,3062,2592
Uchl1os,314,74,351,197,155,207
Uchl1,1286,371,1403,734,523,952
Limch1,5,5,0,20,11,23
Phox2b,0,0,0,0,0,0
Tmem33,2463,2958,2717,2537,2943,2552
Slc30a9,1937,2097,2197,1357,2002,1414
Bend4,33,83,33,82,150,61
C330024D21Rik,0,0,0,0,0,0
Shisa3,0,0,0,0,0,0
Atp8a1,4,42,2,27,7,27
4930425K10Rik,0,0,0,0,0,0
Gm5108,0,0,0,0,0,0
Grxcr1,0,0,0,0,0,0
Kctd8,0,0,1,0,0,0
Yipf7,3,2,3,2,4,3
Guf1,451,717,502,556,531,521
Gnpda2,431,533,499,462,638,470
Gabrg1,121,4,163,5,70,6
Gabra2,0,0,0,0,0,0
Cox7b2,0,0,0,0,0,0
Gabra4,0,0,0,3,2,0
Gabrb1,0,0,3,0,15,0
Commd8,1299,1522,1627,1208,1438,1346
Atp10d,47,37,43,55,49,54
Corin,1,1,0,0,0,0
Nfxl1,559,820,608,596,669,670
Zar1,0,0,0,0,0,0
Gm5868,0,0,0,0,0,0
Cnga1,0,0,0,0,0,0
Nipal1,86,55,124,44,55,51
Txk,14,23,29,15,12,11
Tec,350,331,414,330,578,313
Slain2,2311,2513,2374,2177,2458,2013
Slc10a4,1,0,0,0,0,0
Fryl,1300,1610,1573,1574,1526,1224
1700025M24Rik,0,0,1,0,0,0
Ociad1,4364,5004,4690,3885,4537,4179
Ociad2,110,326,92,173,242,184
Cwh43,0,0,0,2,0,1
Dcun1d4,671,671,720,520,644,517
Lrrc66,0,0,0,0,0,0
Sgcb,228,781,270,387,667,392
Spata18,0,0,0,0,0,0
Usp46,746,866,792,801,965,853
Dancr,228,159,236,126,121,135
Snora26,0,0,0,0,0,0
Rasl11b,20,36,21,75,87,59
Scfd2,320,460,310,261,313,257
Fip1l1,2131,2987,2394,2263,1807,2281
Lnx1,94,146,109,55,114,50
Gm6116,0,0,0,0,0,0
Chic2,956,960,885,793,696,871
Gsx2,0,0,0,0,0,0
Gm19583,0,0,0,0,0,0
Pdgfra,49,7487,113,127,529,94
Mir7025,0,0,0,0,0,0
Kit,0,1,1,0,3,3
Kdr,112,169,114,193,23,155
Srd5a3,841,972,940,780,952,823
Tmem165,1919,2820,1989,1701,3079,1919
Mir1191,5,6,4,11,6,0
Clock,1410,1916,1696,1359,1538,1194
Pdcl2,0,0,0,0,0,0
Nmu,6,1,4,9,0,1
Gm7271,0,0,0,0,0,0
Exoc1,1347,1496,1456,1345,1316,1330
Cep135,272,359,288,294,237,305
C530008M17Rik,1,18,0,0,12,2
Aasdh,169,238,211,231,254,195
Ppat,1746,2224,1891,1922,1583,1883
Paics,10915,12789,12055,9651,11789,9990
Srp72,3730,5238,4143,3868,4534,3696
Arl9,0,2,11,4,0,2
1700112J05Rik,0,2,8,4,0,2
1700023E05Rik,0,0,0,3,0,0
Hopx,42,675,47,165,166,210
Spink2,49,48,44,18,24,18
Rest,855,1271,989,854,1102,829
Mir5098,0,0,0,0,0,0
Noa1,980,929,1020,747,768,849
Polr2b,3569,4941,4134,4378,3679,4029
Igfbp7,7417,3944,7385,1750,4797,2111
Pea15b,0,0,0,0,0,0
Mir669m-1,0,0,0,0,0,0
Lphn3,3,136,9,3,5,8
Mir1187,0,0,0,0,0,0
Tecrl,0,0,1,0,0,0
Epha5,0,0,0,0,0,0
Cenpc1,660,1028,741,795,671,869
Stap1,0,0,0,1,0,0
Uba6,1009,1330,1165,1139,852,1034
Gnrhr,1,2,0,0,0,0
Tmprss11c,0,0,0,0,0,0
Tmprss11d,0,0,0,0,0,0
Tmprss11a,0,1,0,0,0,0
Tmprss11g,0,0,0,0,0,0
Tmprss11f,1,0,0,2,1,1
Tmprss11bnl,2,0,1,0,4,0
Tmprss11e,0,0,0,0,0,0
Ythdc1,1126,1873,1333,1543,1262,1439
Ugt2b34,0,0,1,0,3,1
Ugt2b1,0,0,0,0,1,1
Ugt2b35,0,0,0,1,1,1
Ugt2b36,0,0,0,0,2,0
Ugt2b5,0,0,0,0,2,0
Ugt2b37,0,0,0,0,0,0
Ugt2a3,0,0,0,0,0,0
Ugt2b38,0,0,0,0,0,0
Ugt2a1,0,0,0,0,0,0
Ugt2a2,0,0,0,0,0,0
Sult1b1,0,0,0,0,0,0
Sult1d1,0,0,0,0,2,0
Sult1e1,0,0,0,0,0,0
Mir3969,0,0,0,0,0,0
Csn1s1,0,0,0,0,0,0
Csn2,0,0,0,0,0,0
Csn1s2a,0,0,0,0,0,0
Csn1s2b,0,0,0,0,0,0
Prr27,0,0,0,0,0,0
Gm7337,0,0,0,0,0,0
Odam,0,0,0,0,0,0
1700066N21Rik,0,0,0,0,0,0
Csn3,0,1,0,1,1,1
Cabs1,0,0,0,0,0,0
Smr3a,0,0,0,0,0,0
Smr2,0,0,0,0,0,0
Gm7714,0,0,0,0,0,0
Prol1,0,0,0,0,0,0
Amtn,0,0,0,0,0,0
Ambn,2,0,0,0,0,0
Enam,0,0,0,0,0,0
Igj,0,2,3,1,1,0
Utp3,1622,1933,1775,1467,1523,1551
Rufy3,373,487,389,283,303,303
Grsf1,1810,2437,1923,1676,2124,1652
Mob1b,1016,1231,1105,1021,1114,894
Dck,1442,2004,1651,1642,1528,1715
Slc4a4,11,32,22,30,28,27
Gc,0,0,0,0,46,0
Npffr2,0,0,0,0,0,0
Gm7056,0,0,0,0,0,0
Adamts3,262,406,312,207,454,149
Cox18,603,622,648,586,553,605
Ankrd17,4562,7522,5069,5765,6154,4888
Gm9958,34,36,42,10,26,9
Alb,0,0,0,0,771,1
Afp,13,6,7,14,78,9
Afm,0,0,0,0,2,0
5830473C10Rik,1,2,1,0,0,0
Rassf6,5,12,3,9,23,3
Cxcl5,2705,1548,3182,2081,1304,2316
Ppbp,9,25,11,1,70,12
Pf4,0,0,0,0,2,0
Cxcl3,22,5,36,1,4,9
Cxcl15,10,50,24,81,236,78
Cxcl1,3723,9157,4367,3344,5489,3822
Cxcl2,6,82,15,9,35,12
Mthfd2l,452,509,449,257,456,256
Epgn,0,1,1,0,1,0
Ereg,730,571,821,486,231,455
Areg,10,6,25,15,3,13
Gm19619,4,1,5,0,1,0
Btc,265,533,308,272,131,230
Parm1,69,319,69,563,386,483
1700063O14Rik,0,0,0,0,0,0
Rchy1,1222,1436,1384,989,1231,1147
Thap6,491,430,557,434,434,451
Gm1045,5,5,8,7,1,0
Cdkl2,430,535,494,455,487,418
G3bp2,5383,6647,6139,4007,4911,4149
Uso1,3684,6128,4252,3290,5753,3087
U90926,12,1,16,12,8,21
Ppef2,0,4,2,6,1,1
Naaa,448,1120,428,617,1178,671
Sdad1,1526,1634,1764,1823,1040,1730
Cxcl9,2,11,0,0,0,1
Art3,0,3,0,2,0,0
Cxcl10,1208,1964,1413,2081,89,2708
Cxcl11,1,4,0,2,0,3
Nup54,1429,1770,1543,1513,1119,1724
Scarb2,2334,4327,2632,2402,3025,2405
Mir6415,0,2,0,0,0,0
Fam47e,0,0,0,0,0,0
Stbd1,489,501,557,624,679,653
Ccdc158,0,0,0,0,0,2
Shroom3,127,428,128,960,312,881
Mir1961,0,0,0,0,0,0
Sowahb,3,0,0,3,1,3
Sept11,4513,6216,4960,8158,5958,7063
Ccni,5242,6684,5717,5097,7443,4945
2010109A12Rik,2,2,4,1,10,4
Ccng2,603,890,661,743,962,858
C87414,0,0,0,0,0,0
Gm7978,0,0,0,0,0,0
BC061212,0,0,0,0,0,0
A430089I19Rik,0,0,0,0,0,0
AA792892,0,2,0,0,1,0
Gm3139,0,0,0,0,0,0
Gm6367,0,0,0,0,0,0
AU018829,0,0,0,0,0,0
Gm16367,0,0,0,0,0,0
A430089I19Rik,0,0,0,0,0,0
AU018829,0,0,0,0,0,0
Gm16367,0,0,0,0,0,0
Gm3259,0,0,0,0,0,0
D5Ertd577e,0,0,0,0,0,0
Gm3286,0,0,0,0,0,0
Gm3286,0,0,0,0,0,0
Gm7978,0,0,0,0,0,0
BC061212,0,0,0,0,0,0
E330014E10Rik,0,0,0,0,0,0
Gm3286,0,0,0,0,0,0
Cxcl13,0,5,0,3,2,2
Cnot6l,1786,2014,2066,1679,1710,1437
Mrpl1,795,862,798,838,554,885
Fras1,124,900,137,963,151,757
Anxa3,7743,7154,8523,8688,6887,9594
Bmp2k,1329,1432,1565,1620,1267,1431
Paqr3,89,150,108,86,131,85
Naa11,1,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0
Gk2,0,0,0,0,0,0
Antxr2,4326,3512,4777,2145,4460,2019
Prdm8,43,35,39,29,65,25
Fgf5,0,4,5,0,1,3
1700007G11Rik,0,3,1,0,0,2
Mir703,30,26,24,13,27,19
Bmp3,0,0,0,1,0,6
Prkg2,1639,988,1763,586,887,566
Rasgef1b,286,288,318,414,165,450
A930011G23Rik,0,0,0,0,0,0
Hnrnpd,4327,7358,4463,5244,5840,5999
Hnrnpdl,2228,4465,2463,3350,2826,3749
Enoph1,901,891,871,978,714,1050
Tmem150c,0,0,0,0,1,2
Tmem150cos,0,0,0,2,0,0
2310034O05Rik,3,1,3,0,0,0
Sec31a,8753,12688,9541,7665,12636,7431
5430416N02Rik,216,199,277,165,139,207
Lin54,1113,1304,1295,1360,939,1328
Cops4,2334,3021,2545,2348,2068,2409
Plac8,746,3938,815,25,3261,39
Coq2,1366,1235,1544,990,1177,1128
Hpse,168,1485,177,349,191,375
Helq,538,773,613,764,537,770
Mrps18c,977,1028,1039,813,835,1073
Fam175a,281,367,320,288,245,356
Agpat9,120,146,112,112,114,123
Nkx6-1,0,0,0,0,0,0
Cds1,0,0,0,0,0,0
Wdfy3,2030,3964,2230,2251,3305,1940
Arhgap24,321,616,354,176,310,154
Mapk10,3,1,0,2,2,1
4930429D17Rik,0,4,1,0,0,1
Ptpn13,1189,1527,1331,964,1420,781
Slc10a6,3,19,4,1,6,5
1700016H13Rik,0,3,0,0,0,2
Aff1,3393,4889,3861,3897,4201,3379
Klhl8,42,90,66,54,78,42
Hsd17b13,0,0,0,0,1,1
Hsd17b11,634,952,753,645,1005,734
Nudt9,1420,1367,1502,1289,1185,1507
Mir5619,0,0,1,0,0,0
Gm17660,0,0,0,0,0,0
Sparcl1,0,29,3,3,9,7
Dspp,0,0,0,0,0,0
Dmp1,0,0,0,0,0,0
Ibsp,0,0,0,0,1,0
Mepe,0,0,1,0,0,0
Spp1,18130,13862,20796,2247,23464,2508
Pkd2,2901,5026,3105,3081,5902,3080
BC005561,96,220,106,185,172,160
D930016D06Rik,101,212,126,112,203,132
Zfp951,0,1,0,1,0,1
Abcg3,0,3,0,0,0,0
Gbp8,4,120,1,0,2,0
Gbp9,12,840,29,39,2,37
Gbp4,2,352,3,8,0,12
Gbp10,5,43,1,7,4,10
Gbp6,137,443,143,117,36,154
Gbp11,2,8,2,0,0,4
Lrrc8b,196,192,211,182,444,182
Lrrc8c,1162,1293,1330,964,1213,1007
