""	"K70_1"	"K70_2"	"K70_3"	"K70MD_1"	"K70MD_2"	"K70MD_3"	"K70P10_1"	"K70P10_2"	"K70P10_3"	"NKO70_1"	"NKO70_2"	"NKO70_3"
"NR4A3"	2.85207197071647	5.47564727694743	7.51287129703842	34.2037921648307	52.3163023592609	92.9285369891719	71.6418284812229	80.6467254253076	39.0415687903756	0	2.13660970263284	0.940255585174421
"ODAPH"	10.4575972259604	14.0802358550077	13.9524752659285	306.279411657802	242.80130069298	267.312952079964	88.8121840676317	108.389198971613	245.856365625879	49.018860644985	40.595584350024	24.4466452145349
"OLR1"	48.4852235021799	42.2407075650231	41.8574257977855	816.226858478914	810.231964743425	819.147844571219	201.307617219965	223.230135977251	258.518496044379	29.0111624225422	41.6638892013405	39.4907345773257
"OPN1SW"	19.0138131381098	32.0716483364064	26.8316832037086	3.10943565134824	1.34144365023746	5.73632944377604	5.92081227117545	5.16139042721968	2.11035506975003	16.0061585779543	12.8196582157971	12.2233226072675
"OTOP1"	4.75345328452745	3.12894130111282	2.14653465629669	52.8604060729201	89.8767245659097	64.2468897702917	14.8020306779386	12.2583022646467	20.0483731626253	9.00346420009929	9.6147436618478	14.1038337776163
"PDCD1LG2"	2.85207197071647	9.38682390333846	5.36633664074173	118.158554751233	84.5109499649599	51.6269649939844	21.9070054033492	23.871430725891	46.4278115345008	6.00230946673286	9.6147436618478	3.76102234069768
"PIFO"	0	4.69341195166923	3.21980198444504	43.5320991188754	63.0478515611606	47.0379014389635	15.3941119050562	23.871430725891	35.8760361857506	6.00230946673286	1.06830485131642	0.940255585174421
"PLP1"	7.60552525524391	1.56447065055641	2.14653465629669	15.5471782567412	32.194647605699	13.7671906650625	21.3149241762316	23.871430725891	42.2071013950007	7.00269437785501	6.40982910789853	3.76102234069768
"PRR9"	4.75345328452745	4.69341195166923	1.07326732814835	514.611600298134	496.33415058786	461.200887279594	55.6556353490492	72.904639784478	186.766423672878	17.0065434890764	8.54643881053138	4.7012779258721
"RAET1G"	11.4082878828659	8.60458857806025	17.1722772503735	287.622797749712	258.89862449583	261.576622636187	68.0893411185176	72.2594659810756	93.9108006038765	26.0100076891757	9.6147436618478	21.6258784590117
"RAET1L"	80.8087058369666	86.0458857806025	76.2019802985325	463.305912050888	325.970807007702	326.970778295234	336.894218229883	250.972609523557	379.863912555006	206.079291691162	212.592665411968	214.378273419768
"RASGRP3"	9.50690656905489	5.47564727694743	4.29306931259338	175.683114301176	202.557991185856	149.144565538177	39.0773609897579	43.2266448279649	47.4829890693758	12.0046189334657	18.1611824723792	7.52204468139536
"RASL10A"	0.950690656905489	7.82235325278205	3.21980198444504	21.7660495594377	26.8288730047492	24.0925836638594	22.4990866304667	32.9038639735255	10.5517753487502	2.00076982224429	0	0
"RDH16"	9.50690656905489	7.82235325278205	16.0990099222252	57.5245595499425	54.9991896597358	49.3324332164739	39.6694422168755	47.0976876483796	64.3658296273761	12.0046189334657	5.34152425658211	5.64153351104652
"RFTN1"	15.2110505104878	10.1690592286167	8.58613862518676	54.4151238985942	65.7307388616355	94.0758028779271	68.6814223456352	75.4853349980879	45.3726339996257	17.0065434890764	29.9125358368598	22.5661340441861
"RFX8"	21.8658851088263	24.2492950836244	7.51287129703842	326.490743391565	339.385243510077	268.460217968719	76.3784782981633	94.8405491001617	162.497340370753	66.0254041340615	63.0299862276689	74.2801912287792
"RTP4"	0	0.782235325278205	0	15.5471782567412	14.755880152612	11.4726588875521	14.2099494508211	6.45173803402461	15.8276630231253	1.00038491112214	1.06830485131642	0
"RXRG"	0	0.782235325278205	1.07326732814835	20.2113317337636	26.8288730047492	24.0925836638594	8.88121840676317	7.09691183742707	13.7173079533752	1.00038491112214	1.06830485131642	0
"RYR3"	1.90138131381098	1.56447065055641	2.14653465629669	13.9924604310671	28.1703166549866	10.3253929987969	13.6178682237035	20.0003879054763	7.38624274412512	7.00269437785501	10.6830485131642	3.76102234069768
"SAA1"	61.7948926988568	68.836708624482	59.029703048159	2375.60883763006	2527.27983704737	2409.25836638594	306.698075646888	278.715083069863	751.286404831012	82.0315627120158	44.8688037552897	60.1763574511629
"SCEL"	7.60552525524391	17.2091771561205	1.07326732814835	51.305688247246	52.3163023592609	60.805092104026	171.11147463697	198.713531447958	34.8208586508756	16.0061585779543	10.6830485131642	33.8492010662791
"SCIN"	8.5562159121494	3.91117662639102	3.21980198444504	74.6264556323578	67.0721825118729	82.603143990375	32.564467491465	36.1297329905378	17.9380180928753	6.00230946673286	6.40982910789853	6.58178909622094
"SH2D1B"	0	0	0	13.9924604310671	20.1216547535619	10.3253929987969	1.77624368135263	3.2258690170123	15.8276630231253	0	1.06830485131642	0
"SH3TC2-DT"	0	0.782235325278205	0	63.743430852639	61.7064079109231	63.0996238815364	10.6574620881158	7.09691183742707	13.7173079533752	2.00076982224429	3.20491455394927	3.76102234069768
"SIRPB2"	4.75345328452745	0.782235325278205	3.21980198444504	45.0868169445495	17.438767453087	25.2398495526146	24.8674115389369	23.871430725891	11.6069528836252	0	1.06830485131642	0
"SLC18A3"	0	0	1.07326732814835	9.32830695404473	17.438767453087	36.7125084401667	3.55248736270527	9.67760705103691	10.5517753487502	1.00038491112214	3.20491455394927	0
"SLC7A7"	9.50690656905489	12.5157652044513	5.36633664074173	219.215213420051	234.752638791555	217.98051886349	43.2219295795808	39.3556020075501	88.6349129295015	3.00115473336643	2.13660970263284	1.88051117034884
"SLCO5A1"	1.90138131381098	9.38682390333846	6.43960396889007	41.9773812932013	32.194647605699	52.7742308827396	28.4198989016421	30.9683425633181	40.0967463252507	12.0046189334657	8.54643881053138	15.9843449479651
"SMPDL3B"	1.90138131381098	2.34670597583461	3.21980198444504	51.305688247246	33.5360912559365	39.0070402176771	53.287310440579	49.6783828619895	31.6553260462505	2.00076982224429	2.13660970263284	0
"SPINK2"	13.3096691966768	17.9914124813987	10.7326732814835	309.38884730915	383.652883967913	279.932876856271	33.1565487185825	32.258690170123	132.952369394252	37.0142417115193	20.297792175012	39.4907345773257
"SPINK6"	9.50690656905489	14.0802358550077	5.36633664074173	911.064645845035	1071.81347653973	697.537660363167	52.1031479863439	38.7104282041476	170.938760649753	97.0373363788479	119.650143347439	62.9971242066862
"STOML3"	0	0	0	13.9924604310671	4.02433095071238	10.3253929987969	1.77624368135263	4.51621662381722	12.6621304185002	2.00076982224429	1.06830485131642	0.940255585174421
"STX11"	4.75345328452745	16.4269418308423	9.65940595333511	55.9698417242684	81.828062664485	83.7504098791302	44.9981732609334	40.645949614355	62.255474557626	12.0046189334657	22.4344018776449	8.46230026656978
"SYT17"	3.80276262762196	6.25788260222564	6.43960396889007	24.8754852107859	42.9261968075987	11.4726588875521	25.4594927660544	21.9359093156837	26.3794383718754	13.0050038445879	3.20491455394927	7.52204468139536
"SYTL2"	17.1124318242988	21.9025891077897	45.0772277822305	195.894446034939	209.265209437044	149.144565538177	185.913505314909	151.615843799578	98.1315107433766	14.00538875571	3.20491455394927	7.52204468139536
"TENT5C"	38.9783169331251	25.0315304089026	27.904950531857	262.747312538926	221.338202289181	239.778570749838	125.521220148919	101.292287134186	220.532104788879	24.0092378669314	29.9125358368598	16.9246005331396
"TEX14"	0.950690656905489	1.56447065055641	0	146.143475613367	123.412815821846	130.788311318094	21.9070054033492	20.6455617088787	17.9380180928753	4.00153964448857	5.34152425658211	5.64153351104652
"TEX15"	6.65483459833842	10.9512945538949	5.36633664074173	29.5396386878083	40.2433095071238	34.4179766626562	126.113301376037	127.099239270285	12.6621304185002	5.00192455561072	4.27321940526569	15.0440893627907
"TGM1"	1.90138131381098	2.34670597583461	3.21980198444504	12.437742605393	29.5117603052241	32.1234448851458	9.47329963388071	17.4196926918664	17.9380180928753	9.00346420009929	3.20491455394927	6.58178909622094
"TGM4"	0	2.34670597583461	0	18.6566139080895	10.7315492018997	19.5035201088385	20.1307617219965	16.1293450850615	6.3310652092501	1.00038491112214	1.06830485131642	4.7012779258721
"TMPRSS7"	9.50690656905489	3.12894130111282	3.21980198444504	161.690653870109	253.53284989488	175.531680979547	15.3941119050562	13.5486498714517	49.5933441391258	5.00192455561072	11.7513533644806	20.6856228738373
"TNFAIP8L3"	7.60552525524391	5.47564727694743	3.21980198444504	91.7283517147731	89.8767245659097	71.1304851028229	17.7624368135263	28.3876473497083	66.4761846971261	6.00230946673286	13.8879630671135	10.3428114369186
"TNFRSF9"	5.70414394143294	4.69341195166923	11.8059406096318	49.7509704215719	45.6090841080736	32.1234448851458	56.8397978032843	54.1945994858067	39.0415687903756	11.0042340223436	3.20491455394927	4.7012779258721
"TP53I3"	217.708160431357	218.243655752619	211.433663645224	1310.62712704328	1179.12896855873	968.292410109396	767.929351571455	711.626705152914	1129.03996231627	278.107005291956	321.559760246243	279.255908796803
"TSPAN11"	0	0.782235325278205	2.14653465629669	10.8830247797188	20.1216547535619	10.3253929987969	10.6574620881158	15.4841712816591	14.7724854882502	3.00115473336643	9.6147436618478	1.88051117034884
"UBD"	6.65483459833842	2.34670597583461	7.51287129703842	65.2981486783131	72.4379571128228	82.603143990375	20.7228429491141	15.4841712816591	67.5313622320011	5.00192455561072	4.27321940526569	8.46230026656978
"UBE2QL1"	0	1.56447065055641	1.07326732814835	31.0943565134824	37.5604222066489	18.3562542200833	20.7228429491141	34.1942115803304	32.7105035811255	4.00153964448857	6.40982910789853	4.7012779258721
"ULBP2"	58.9428207281403	51.6275314683615	47.2237624385272	233.207673851118	340.726687160315	231.747709528552	233.280003484313	180.003491149286	277.51169167213	93.0357967343594	100.420656023744	76.1607023991281
"VIPR2"	4.75345328452745	2.34670597583461	3.21980198444504	27.9849208621342	34.8775349061739	37.8597743289219	19.538680494879	18.0648664952689	14.7724854882502	9.00346420009929	0	4.7012779258721
"VSIG1"	2.85207197071647	1.56447065055641	0	15.5471782567412	13.4144365023746	19.5035201088385	17.7624368135263	17.4196926918664	6.3310652092501	1.00038491112214	1.06830485131642	2.82076675552326
"VTN"	0	1.56447065055641	2.14653465629669	41.9773812932013	59.0235206104482	42.4488378839427	13.025786996586	14.8389974782566	11.6069528836252	1.00038491112214	2.13660970263284	0
"VWA5B1"	0	0	0	21.7660495594377	9.39010555166221	10.3253929987969	4.73664981694036	5.80656423062214	4.22071013950007	0	3.20491455394927	0
"WSCD2"	52.2879861298019	64.1432966728128	92.3009902207577	0	10.7315492018997	2.29453177751042	12.4337057694684	6.45173803402461	8.44142027900014	48.0184757338629	27.775926134227	57.3555906956396
"ZBED2"	181.581915468948	221.372597053732	200.700990363741	1620.01597435243	1467.53935335978	1445.55501983156	1005.94600487271	967.760705103691	1015.08078854977	539.207467094835	487.147012200289	473.888814927908
"ZMYND15"	9.50690656905489	7.82235325278205	15.0257425940768	41.9773812932013	52.3163023592609	68.8359533253125	55.6556353490492	55.4849470926116	24.2690833021254	5.00192455561072	5.34152425658211	1.88051117034884
